"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"IoT-Driven Poultry Management System for Real-Time Environmental Monitoring and Productivity Optimization","B. Sallagundla; S. P. R. Singarapu; K. N. Chitikela","Dept of Computer Science and Engineering, Siddhartha Academy of Higher Education, Deemed to be University, Vijayawada, Andhra Pradesh, India; Dept of Computer Science and Engineering, Siddhartha Academy of Higher Education, Deemed to be University, Vijayawada, Andhra Pradesh, India; Dept of Computer Science and Engineering, Siddhartha Academy of Higher Education, Deemed to be University, Vijayawada, Andhra Pradesh, India",2025 International Conference on Networks & Advances in Computational Technologies (NetACT),"10 Oct 2025","2025","","","1","6","The poultry farming industry plays a crucial role in meeting global protein demands, especially in regions like Andhra Pradesh, India, where it significantly contributes to rural livelihoods. Yet, productivity is often restricted by the critical environmental parameters, inadequate resource management and delay in response to health risks. This study demonstrates an IoT based poultry management system, that is developed to bolster productivity via real-time monitoring of critical parameters. The designed system incorporated with lowcost sensors-DHT22, MQ135, HX711 and PIR are interfaced with Esp 32 micro-controller to keep track of crucial farm parameters namely temperature, humidity, ammonia, feed weight and overcrowding. The retrieved data from the sensors is sent to firebase real-time database through WIFI interface in Esp 32 microcontroller, where it processed and displayed in userfriendly web application. This system incorporates realtime alerts for exceeding the threshold, historic data analysis and predictive analysis to enhance informed decisions. During a month-long trail phase, the system attained a 15% drop-in mortality rates, 8% rise in production and enhancing the Feed Conversion Ratio (FCR) to desired optimal range 1.5–1.7. This work also showcases the system's scalability, flexibility and highlighting its capability to interface with modern technologies. Moreover, the study emphasizes challenges like initial expenses, power dependence and utilization of the system but in reality, it provides large scale solutions. Leveraging IoT technology, this system features affordable and scalable solution for small holder farmers, Challenges related to farm welfare, resource utilization and sustainability. The document draws attention towards transformative power of IoT-technology not only in poultry farming but also agriculture practices enhancing the productivity and bolstering sustainability.","","979-8-3315-3629-9","10.1109/NetACT65906.2025.11188277","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11188277","IoT-based Monitoring;Poultry management;Firebase;Esp32;Productivity;Sustainability;Realtime Monitoring","Productivity;Humidity;Real-time systems;Sensors;Feeds;Resource management;Environmental monitoring;Sustainable development;Predictive analytics;Farming","","","","13","IEEE","10 Oct 2025","","","IEEE","IEEE Conferences"
"Development and Testing of a CNN-Based Smart Web Application Deep Learning for Early Detection of Plant Diseases","P. Reddy; J. Singh; G. S. Rawat; Shashikant; M. I. Habelalmateen; M. S. Vani","Frisco, Texas, United States; School of Computer Science, Engineering & Technology, Bennett University, Greater Noida, India; School of Computer Science, Engineering & Technology, Bennett University, Greater Noida, India; Electrical Engineering Department, School of Engineering, Babu Banarasi Das University, Lucknow, India; The Islamic university, Najaf, Iraq; Department of CSE, BVRIT Hyderabad College Of Engineering For Women, Hyderabad, India",2024 Second International Conference on Advanced Computing & Communication Technologies (ICACCTech),"13 Mar 2025","2024","","","319","324","The primary aim of the current research is to solve this problem that rises at early stage thereby making detection and management easier for plant diseases in hibiscus leaf using deep learning techniques specifically ResNet50 model. The dataset for the study comprised 2500 imges, including healthy leaves and affected ones by powdery mildew, downy mildew or botrytis. These images were preprocessed significantly (resizing, normalization, augmentation) to be ready for being trained. Three deep learning models VGG16, VGG19 and ResNet50 were used for the comparison of these three techniques on disease classification with best performance achieved by ResNet 50 (96.89% accuracy). The research methodology especially around training each model on the dataset, testing them with structured data accuracy along precision and recall metrics using Confusion Matrices provided by libraries such as yellowbrick as well, also integrating ResNet50 within a web application. This app (real time disease identification) would enable the user to upload an image of a hibiscus leaf and would display how accurate resnet50 is able classify healthy or diseased leaves. The results also demonstrate the superiority of ResNet-50 in disease detection compared to other models and prove that this model is capable, strong generalizable feature extractors for agricultural uses. The findings presented here contribute towards the development of precision agriculture as they supply a useful new tool for disease detection at an early stage, enabling easy and rapid intervention mitigating crop losses and promoting agricultural sustainability.","","979-8-3315-1905-6","10.1109/ICACCTech65084.2024.00058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10918508","plant diseases;hibiscus leaves;deep learning;ResNet50;precision agriculture","Deep learning;Precision agriculture;Training;Plant diseases;Accuracy;Crops;Feature extraction;Sustainable development;Residual neural networks;Testing","","1","","14","IEEE","13 Mar 2025","","","IEEE","IEEE Conferences"
"FPGA based Smart and Sustainable Agriculture","S. Peraka; S. I. Ali; D. V. Mogili; A. K. Palivela; S. Reddy; J. Bavisetti; D. R. Y","Dept. of Electronics and Communication Engineering, RGUKT-Nuzvid, India; Dept. of Electronics and Communication Engineering, RGUKT-Nuzvid, India; Dept. of Electronics and Communication Engineering, RGUKT-Nuzvid, India; Dept.of Computer Science and Engineering, RGUKT-Nuzvid, India; Dept. of Electronics and Communication Engineering, RGUKT-Nuzvid, India; Dept. of Electronics and Communication Engineering, RGUKT-Nuzvid, India; Dept. of Electronics and Communication Engineering, RGUKT-Nuzvid, India",2023 36th International Conference on VLSI Design and 2023 22nd International Conference on Embedded Systems (VLSID),"10 Apr 2023","2023","","","274","278","The agriculture sector is one of the key areas of concern interlinked with most of the Sustainable Development Goals (SDGs), as stated by most organizations. However, technological advancements and agricultural intervention, particularly in developing and underdeveloped countries, are still in their early stages. IoT, cloud computing, data analysis, and other technologies are being widely used in most areas, where they are bringing significant changes in outcomes compared to previous conventional practices. It is also observed that there have been some initiations in bringing such technologies into agriculture to assist farmers, but they are not comprehensive and real-time working prototypes. Hence, we have come up with a novel, comprehensive solution to address different issues. The focus of the proposed paper is to develop and design a real-time prototype model implementing the following: 1. Control of the irrigation system based on crop stage requirements and other factors such as soil nature, humidity levels, rainfall levels, and so on. 2. Detection of weeds and disease using image processing and machine learning algorithms 3. Identification and recommendation of suitable crops based upon the nature of the soil, fertility levels, climatic conditions, water availability, etc. 4. Voice-based responsive system-mobile application or web-based application. The above tasks were successfully implemented and tested on the prototype developed with the help of the DE10 Nano Cyclone FPGA board. The sensors used in the project include the NPK sensor, moisture sensor, pH sensor, electric conductivity sensor, and water level sensor. Azure cloud services are used for the deployment of the website. The farmer is able to get the voice-based response through a mobile application developed for this purpose.","2380-6923","979-8-3503-4678-7","10.1109/VLSID57277.2023.00063","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10089941","DE10-Nano Cyclone V;FPGA;Azure Cloud;Sensors;Crop Recommendation;Smart Agriculture;Sustainable Agriculture;Soil Testing;Smart Irrigation;Weed Detection;Disease Detection;Voice commands;Web Application;Machine Learning Algorithms;Convolution Neural Networks;Yolo V5;XG Boost","Cloud computing;Irrigation;Crops;Prototypes;Soil;Real-time systems;Cyclones","","1","","8","IEEE","10 Apr 2023","","","IEEE","IEEE Conferences"
"IoT multiplatform networking to monitor and control wineries and vineyards","A. Medela; B. Cendón; L. González; R. Crespo; I. Nevares","Parque Científico y Tecnológico de Cantabria, TST Sistemas, Santander, Spain; Parque Científico y Tecnológico de Cantabria, TST Sistemas, Santander, Spain; Edenway, Paris, France; UVaMOX-University of Valladolid, Palencia, Spain; UVaMOX-University of Valladolid, Palencia, Spain",2013 Future Network & Mobile Summit,"17 Oct 2013","2013","","","1","10","Winemaking was born more than two thousand years ago and from that moment on a wine culture has flourished and reached almost all corners around the world. Over the years, winemaking techniques have evolved, paving the way to discover varietal characteristics unknown to the most traditional wines, and enabling the coexistence of traditional techniques and the more innovative ones. However, in recent times changes produced in climatic conditions have led to significant variations in the grape ripening process, which implies severe trouble for the wineries which are not able to properly track the evolution of the fruit. In order to give a solution to these issues, this paper provides an innovative architecture based on the concept of Internet of Things, combining wireless and distributed specific sensor devices. Integrating different wireless sensor technologies with advanced analysis, remarkable information from the environment such as soil condition, vines growth or fermentation status can be retrieved and further allowing interaction, personalization and management of different devices deployed over the scenario. This system, replicated in the real world on land, covering crops and a winery in Zamora, Spain, produces a better understanding of all operating parameters and provides a predictive system to carry out precision farming, while easing the management of the vineyard and the winery, as well as improving traceability of the entire winemaking process, complying with all relevant sustainability requirements nowadays.","","978-1-905824-37-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6633525","Wineries;Vineyard;IoT;Wireless;Sensor;Management","Wineries;Pipelines;Production;Agriculture;Wireless sensor networks;Process control;Monitoring","","3","1","10","","17 Oct 2013","","","IEEE","IEEE Conferences"
"IOT Enabled Smart Drip Irrigation System Using Web/Android Applications","R. K. Jain; B. Gupta; M. Ansari; P. P. Ray","AcSIR, Information Technology Group, CSIR-CMERI, Durgapur, India; Department of Computer Applications, Sikkim University, Sikkim; Department of Computer Applications, Sikkim University, Sikkim; Department of Computer Applications, Sikkim University, Sikkim","2020 11th International Conference on Computing, Communication and Networking Technologies (ICCCNT)","15 Oct 2020","2020","","","1","6","The water requirements for irrigation have been very demanding nowadays. There is a requirement for a wise irrigation system which will save a good amount of water. In the world, water and food are two of the most important resource, which makes agriculture crucial to mankind. With advancing technology growth in the agriculture sector, the internet-of-thing (IOT) technology provides a solution much simpler and faster for drip irrigation. Under this paper, an IOT enabled smart drip irrigation system is being developed where a system architecture is designed. A microcontroller along with a nodeMCU is used for sending the data in the cloud in the server. A web-based application is also developed so that the user can take appropriate action accordingly for drip irrigations. This web application accurately controls the water level by employing a soil moisture sensor and microcontroller system in the gardens. This is realized by integrating the sensors within the developed prototype to observe the soil moisture level, humidity, and temperature conditions where these data send through the microcontroller and nodeMCU for the requirement of water to the plants. Crop health can be monitored and controlled through mobile and desktop computers and provides a solution for smart farming, agricultural fields, Lawns, gardening, etc.","","978-1-7281-6851-7","10.1109/ICCCNT49239.2020.9225345","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9225345","IOT;wireless communication;Irrigation system;sensor networking;cloud platform;etc.","Temperature sensors;Temperature measurement;Irrigation;Cloud computing;Microcontrollers;Soil moisture;Systems architecture","","30","","23","IEEE","15 Oct 2020","","","IEEE","IEEE Conferences"
"A remote monitoring system of Potato Growing Conditions in urban crops.","N. Calla; D. Barrios-Aranibar","Electrical and Electronic Engineering Department, Universidad Católica San Pablo, Arequipa, Peru; Electrical and Electronic Engineering Department, Universidad Católica San Pablo, Arequipa, Peru",2024 Latin American Robotics Symposium (LARS),"13 Dec 2024","2024","","","1","6","The text addresses the impact of overpopulation climate change, and rising food prices on food security, highlighting urban agriculture as an innovative solution. While this method allows for food production in small spaces, it demands time and commitment, which can be challenging for busy individuals. Agriculture 4.0 employs satellites, robotics, and AI to optimize crop monitoring, conserve water, and eliminate insecticides. The proposed system includes data collection, cloud transmission, and user-friendly interpretation, featuring humidity and temperature sensors linked to an ESP32 microcontroller, a real-time database, and a web platform for control. Results indicate improved care and growth of potato plants by maintaining optimal conditions. The system is user-friendly, scalable, and future research aims to integrate mobile robots for broader applications.","2643-685X","979-8-3315-0880-7","10.1109/LARS64411.2024.10786443","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10786443","System monitoring;Agriculture 4.0;urban agriculture;Internet of Things;Google Firebase;data collection;processing;and visualization","Temperature sensors;Cloud computing;Crops;Water conservation;Air pollution;Solids;Software;Hardware;Sensor systems;Sensors","","","","16","IEEE","13 Dec 2024","","","IEEE","IEEE Conferences"
"Optimizing Crop Yields With Multilayer Perceptrons: A Data-Driven Approach","N. Nivetha; S. Usharani","Department of Computer Science and Engineering, IFET College of Engineering(An Autonomous Institution), Villupuram, India; Department of Artificial Intelligence and Machine Learning, IFET College of Engineering(An Autonomous Institution), Villupuram, India",2024 8th International Conference on Inventive Systems and Control (ICISC),"19 Sep 2024","2024","","","295","300","Precision agriculture has become a major change in crop farming. It utilises cutting-edge technologies to maximise field-level management. Precision agriculture has completely transformed crop production by leveraging the latest developments to maximize field-level management. Predicting crop yields with accuracy helps farmers reduce their environmental impact, increase productivity, and make well-informed decisions. Accurate and timely insights are frequently lacking in traditional agricultural yield prediction approaches. The study offers a deep learning method for precisely predicting agricultural yields. Accurate crop yield forecasts assist farmers in minimizing their negative environmental effects, boosting productivity, and making educated choices. However, there are many obstacles because conventional agricultural yield prediction methods frequently need more timely and precise insights. Despite their success, several challenges still exist. These include handling heterogeneous data, dealing with missing values, and the complexity of capturing non-linear relationships in the data. To determine whether decision trees or Multi-Layer Perceptrons (MLP) are ideal in crop yield prediction, these models are compared with each other. Multi-layer perceptrons (MLP) are prominent among these techniques. Even though the MLP model was more accurate, decision trees also are relevant to the prediction process. This means have the capability of understanding multi-layer intra-data intricacies through their structure whereas decision trees may overfit on noisy data or grow too deep hence leading to many splits also known as being bushy unless they are pruned to reduce this bushiness. The study suggests a novel method for predicting agricultural productivity using a Machine learning model Decision Tree and Multi-Layer Perceptrons (MLP). A web interface is also created to enable smooth communication with the prediction model. Through the usage of this interface, farmers and agricultural specialists can input pertinent data in an understandable manner and evaluate expected yield trends, potential dangers, fertilisation schedules, and harvesting schedules.","","979-8-3503-8657-8","10.1109/ICISC62624.2024.00057","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10677556","Crop yield prediction;Machine learning models;Web application;MLP;Decision tree","Productivity;Precision agriculture;Schedules;Accuracy;Biological system modeling;Predictive models;Soil","","1","","15","IEEE","19 Sep 2024","","","IEEE","IEEE Conferences"
"Mobile Application Performance Improvement with the Implementation of Code Refactor Based on Code Smells Identification: Dutataniku Agriculture Mobile App Case Study","A. Wibowo; A. R. Chrismanto; M. N. A. Rini; L. Chrisantyo","Information System Universitas Kristen Duta Wacana, Yogyakarta, Indonesia; Informatics Department, Universitas Kristen Duta Wacana, Yogyakarta, Indonesia; Informatics Department, Universitas Kristen Duta Wacana, Yogyakarta, Indonesia; Informatics Department, Universitas Kristen Duta Wacana, Yogyakarta, Indonesia",2022 Seventh International Conference on Informatics and Computing (ICIC),"13 Jan 2023","2022","","","1","7","Technology can be a supporter of business processes, even playing an important role in business acceleration. Conventional businesses will slowly move towards technology-oriented businesses. The need for a good application and system becomes a fundamental need today. All sectors are already supported by technology, including the agricultural sector. Agriculture in Indonesia is, slowly but surely, undergoing changes towards modern and precision agriculture. The information system prepared of course needs to have a good code architecture so as to produce a well-performed system. To ensure this, one approach is by identifying the code smell. This study will try to test and compare the code on a mobile-based agricultural information system before and after the code smell-based code refactor is carried out. The code smell of the program will be identified, gets refactored, then its code smell and performance will be re-tested. The result obtained is code smell-based code refactor increases the application's performance. In this study, the average decrease in code smell was 2.9%, and the average increase in application performance was 26%.","","979-8-3503-4571-1","10.1109/ICIC56845.2022.10006961","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10006961","code smell;refactor;performance;agriculture;information system;mobile","Codes;Random access memory;Agriculture;Mobile applications;Informatics;Business;Testing","","1","","39","IEEE","13 Jan 2023","","","IEEE","IEEE Conferences"
"Automated Tuber Crop Harvesting Using IOT and Intelligent Yield Prediction for Precision Farming","K. S. Prasanna; R. Anirudh Reddy; M. Srilekha; K. Neelima; J. Yadav","Department of ECE, B V Raju Institute of Technology, Narsapur, Medak Dt, Telangana; Department of ECE, B V Raju Institute of Technology, Narsapur, Medak Dt, Telangana; Department of ECE, B V Raju Institute of Technology, Narsapur, Medak Dt, Telangana; Department of ECE, B V Raju Institute of Technology, Narsapur, Medak Dt, Telangana; Department of ECE, B V Raju Institute of Technology, Narsapur, Medak Dt, Telangana",2024 2nd International Conference on Networking and Communications (ICNWC),"28 May 2024","2024","","","1","7","Agriculture, as the backbone of the nation, is undergoing a transformational journey with the integration of technology, especially the Internet of Things. This research paper presents an innovative concept aimed at increasing tuber production by implementing an IoT-controlled tuber harvesting robot. Using an ESP32 camera for live video streaming and an Arduino for user control, the robot optimizes harvesting operations with precision. A mass estimator is seamlessly integrated with the force meter, providing calculated data and comparing it to predicted masses via sunspot numbers. By incorporating solar forecasts through polynomial regression and the decision tree, it captures 73.9% and 69.9% of the variation in yam and cassava yields, respectively. Rigorous accuracy testing, conducted in line with minimum solar activity in 2023 and 2024, confirms the reliability of the system, yielding impressive accuracy scores of 0.92 for yam and 0.87 for cassava. This research paper presents a new approach to revolutionize agricultural practices, showing the vital role of technological innovation in the development of the agricultural sector and subsequently contributing to the progress of the nation.","","979-8-3503-6526-9","10.1109/ICNWC60771.2024.10537442","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10537442","Tuber crops;Automatic Harvesting;Solar Activity;Polynomial regression","Technological innovation;Crops;Predictive models;Streaming media;Agriculture;Polynomials;Reliability","","1","","23","IEEE","28 May 2024","","","IEEE","IEEE Conferences"
"Evolution and Advancements of the World Wide Web: From Concept to Global Phenomenon","S. Goyal; N. T. Singh; N. Rani; A. Kaur","Department of Computer Science And Engineering, Chandigarh University, Mohali, Punjab, India; Department of Computer Science And Engineering, Chandigarh University, Mohali, Punjab, India; Department of Computer Science And Engineering, Chandigarh University, Mohali, Punjab, India; Department of Computer Science And Engineering, Chandigarh University, Mohali, Punjab, India","2023 International Conference on Research Methodologies in Knowledge Management, Artificial Intelligence and Telecommunication Engineering (RMKMATE)","3 Jan 2024","2023","","","1","8","This paper examines how the World Wide Web evolved through its numerous stages, including Web 1.0, Web 2.0, Web 3.0, Web 4.0, and the hypothetical Web 5.0. Each stage represents a shift in how users interact with the internet and how technologies shape online experiences. Web 3.0 aspires for intelligence and decentralisation, while Web 2.0 introduces user-generated content and social interaction. Web 4.0 remains a concept, expected to integrate AI, IoT, and more personalized experiences. Web 5.0 speculates about highly intelligent and interconnected machines. The paper also examines the potential applications of these web generations in agriculture, highlighting the prominence of Web 2.0 in information sharing, precision agriculture in Web 3.0, and potential developments in Web 4.0 and 5.0 for the agricultural sector.","","979-8-3503-0570-8","10.1109/RMKMATE59243.2023.10369837","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10369837","evolution;internet;agriculture;knowledge sharing;precision agriculture","Semantic Web;Productivity;Quantum computing;Web 2.0;Shape;User-generated content;Collaboration","","","","16","IEEE","3 Jan 2024","","","IEEE","IEEE Conferences"
"An IoT based Watering System for Tomato Crop on Smart Agriculture","G. P. T; P. E","Department of Computing Technologies, SRM Institute of Science and Technology, Chengalpattu, Tamilnadu; Department of Computing Technologies, SRM Institute of Science and Technology, Chengalpattu, Tamilnadu",2023 7th International Conference on Intelligent Computing and Control Systems (ICICCS),"8 Jun 2023","2023","","","1563","1568","A well-designed irrigation system is essential for healthy tomato growth and to yield maximum harvests. Soil moisture and air temperature are the most important considerations that must be made while watering tomatoes in conventional methods. Planting tomatoes requires soil moisture of 60–80 percent and a temperature range of 24–28 degrees Celsius. In order to solve the issue of an explicit watering system determined by air temperature rate and soil moisture, farmers still need a technological innovation of smart agriculture that can be managed remotely by the help of the modern internet. This is addressed by adding attributes such as humidity, light intensity and moisture content level. The proposed novel system uses an Arduino UNO, a soil moisture sensor, ESP8266 chip and sensor of type DHT11. Additionally, a Web Application was integrated into the system’s design for remote control. It is used to see the sensor’s readings and water the plants automatically. The suggested approach in greenhouse environment showed that the system could successfully irrigate, keep soil wet and regulate air temperature. Using this smart technology, farm producers can monitor and irrigate their tomato plants successfully.","2768-5330","979-8-3503-9725-3","10.1109/ICICCS56967.2023.10142270","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10142270","sensors;tomato;arduino;machine learning;greenhouse farming","Temperature sensors;Temperature measurement;Smart agriculture;Temperature distribution;Technological innovation;System performance;Soil moisture","","","","22","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Smart Irrigation Framework Using Arduino for an Improved Abaca Farming System","E. Salazar; A. Morales","College of Information and Communications Technology, Catanduanes State University, Virac, Philippines; College of Information and Communications Technology, Catanduanes State University, Virac, Philippines","2023 International Conference on Control, Robotics and Informatics (ICCRI)","19 Feb 2024","2023","","","39","45","Being newly renowned as the Abaca Capital of the Philippines, Catanduanes must ensure the sustainability of producing quality abaca fibers for the province's economic growth. Farming factors hold immense weight in the end production of any plant and with the great unpredictability brought by the province's uncontrolled abaca plantation environments and onslaught of typhoons, producing quality abaca yields pose quite a challenge to its farmers. This paper presents a framework to integrate a smart farming irrigation system using Arduino and sensors to detect the soil moisture, soil pH, and temperature levels for conducive farming of abaca in Catanduanes. The framework also includes a system-level architecture of a web-based system that would allow the abaca farmers to view the sensor and event trigger logs of the irrigation system. This study likewise presents results of the developed framework's evaluation by pre-determined stakeholders and technical experts to identify the level of feasibility, viability, and desirability of its development and implementation in Virac, Catanduanes.","","979-8-3503-2328-3","10.1109/ICCRI58865.2023.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10432395","abaca;abaca farming;arduino;irrigation system;internet-of-things;smart irrigation system","Temperature sensors;Irrigation;Tropical cyclones;Sensor systems;Sustainable development;Intelligent sensors;Farming","","","","20","IEEE","19 Feb 2024","","","IEEE","IEEE Conferences"
"Prediction Based Smart Farming","S. Y. Chaganti; P. Ainapur; M. Singh; Sangamesh; S. O. R.","Department of ECE, NIIT Univertity, Rajasthan, India; Department of ECE, NIIT Univertity, Rajasthan, India; Department of ECE, NIIT Univertity, Rajasthan, India; Department of ECE, NIIT Univertity, Rajasthan, India; Dept. Computer and Informatics Engineering, Politeknik Negeri Jakarta, Indonesia",2019 2nd International Conference of Computer and Informatics Engineering (IC2IE),"27 Dec 2019","2019","","","204","209","The world population is expected to grow by over a third by 2050. Market demand for food will continue to grow. Automated drones and different robots in savvy cultivating applications offer the possibility to screen ranch arrive on a for each plant premise, which thus can diminish the measure of herbicides and pesticides that must be applied. There is a gap between current food productivity growth and needed growth. To boost the yield, farmers switched to extensive use of chemical fertilizers. Excessive fertilizer usage has its negative impact like decreased yield, wastage of fertilizer, damage to soil, and groundwater contamination. Currently, farmers mostly rely on guesswork, estimation, experience when deciding the crop that should grow, and the fertilizer that should be used. In this paper, we have proposed a solution that uses technologies like Machine Learning, Image Processing, and the Internet of things to improvise farm productivity and at the same time, decrease the fertilizer usage. This paper describes the outcomes of a prototype implemented in Rajasthan, India.","","978-1-7281-2384-4","10.1109/IC2IE47452.2019.8940834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8940834","machine learning;drone imagery;satellite imagery;image processing","Productivity;Smart agriculture;Soil measurements;Image processing;Machine learning;Switches;Soil;Satellite images;Fertilizers;Drones","","5","","15","IEEE","27 Dec 2019","","","IEEE","IEEE Conferences"
"Smart agriculture based on WSN and Node.js for monitoring plantations in rural areas: Case region Piura, Peru","I. Belupú; C. Estrada; J. Oquelis; W. Ipanaqué","Facultad de Ingeniería, Universidad de Piura, Perú; Facultad de Ingeniería, Universidad de Piura, Perú; Facultad de Ingeniería, Universidad de Piura, Perú; Facultad de Ingeniería, Universidad de Piura, Perú","2021 IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)","11 Feb 2022","2021","","","1","6","Smart farming practices are inspired by sensing technologies, the main variables to be measured are soil and climate. The collection and processing of these data from different crops leads to better decisions that can benefit the entire value chain of planting and harvesting of products. For banana crops, the scope of this research, an architecture was designed to collect and transmit data regarding climate and soil variables with the greatest impact on the growth, maintenance and harvesting of the crop. These data are stored in a NoSQL database ideal for working with large volumes of data and displayed to the end user through an web application developed under Node.js. The application also allows the approximate calculation of the degree days to estimate the harvest time of the crop. This architecture was planned taking into account the main energy and communication obstacles that exist in the rural areas of the Piura region in northern Peru.","","978-1-6654-0873-8","10.1109/CHILECON54041.2021.9702965","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9702965","Internet of Things;Banana crop;Ecological monitoring;Wireless sensor network;LoRa;Web Application","Wireless sensor networks;Soil measurements;NoSQL databases;Rural areas;Crops;Soil;Sensors","","","","0","IEEE","11 Feb 2022","","","IEEE","IEEE Conferences"
"Design and Development of CULTIMAX Framework for Crop Selection and Trading Optimization Towards Agriculture Sustainability","S. Thota; P. Kandukuru; S. M. Basha","School of CSE, REVA University, Bangalore, India; Department of ECE, NIT Calicut, Kattangal, Kerala; School of CSE, REVA University, Bangalore, India",2025 3rd International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT),"13 Mar 2025","2025","","","898","905","Agriculture stands as the primary revenue source for many developing nations, necessitating the adoption of modern farming techniques to meet evolving demands. However, farmers encounter various challenges in navigating this transition. Climate change, induced by soil erosion and industrial emissions, poses significant hurdles, alongside soil nutrient deficiencies like nitrogen, potassium and phosphorus, which can hinder crop health, along with the pitfalls of monoculture farming. Innovative approaches are required to address these issues and enhance agricultural sustainability and productivity in developing economies. This paper presents “Cultimax,” a web application for smart farming and online agricultural trading, enhancing crop selection based on weather and soil nutrients. By fostering direct farmer-to-customer communication via an e-commerce platform, the aim is to boost farmers' profits. The app offers farmers a user-friendly interface for marketing, market insights, and scheme updates, with online payment options. Addressing current e-commerce limitations, it provides automated crop predictions and fertilizer recommendations using machine learning. Light Gradient Boosting Machine has shown the best accuracy for crop prediction and fertilizer recommendation.","","979-8-3315-2754-9","10.1109/IDCIOT64235.2025.10914900","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10914900","Light Gradient Boosting Machine;crop suggestion;fertilizer prediction;Sustainable farming","Smart agriculture;Accuracy;Crops;Soil measurements;Nutrients;Boosting;Electronic commerce;Sustainable development;Fertilizers;Farming;Climate change;Boosting;Sustainable development;Farming","","","","21","IEEE","13 Mar 2025","","","IEEE","IEEE Conferences"
"A Deep Learning Toolkit for Water Stress Detection in Viticulture","G. Ferreira; O. Postolache; P. Sebastião","Department of Information Science and Technology, ISCTE-IUL & IT-IUL, Lisbon, Portugal; Department of Information Science and Technology, ISCTE-IUL & IT-IUL, Lisbon, Portugal; Department of Information Science and Technology, ISCTE-IUL & IT-IUL, Lisbon, Portugal",2024 International Symposium on Sensing and Instrumentation in 5G and IoT Era (ISSI),"23 Oct 2024","2024","1","","1","5","The paper addresses the critical issue of water stress in viticulture, which is vital for improving grape yield and quality. The use of advanced deep learning methods and UAVs for data collection significantly enhances the accuracy and efficiency of water stress monitoring. The development of a Django-based web platform for interactive prediction and reporting to users is a substantial contribution to the practical applicability of the research. The proposed algorithm, based on the U-Net neural network, segments images to detect water stress using aerial RGB and thermal imagery. The model was successfully trained on the Agriculture-Vision dataset, showing promising results in segmenting agricultural patterns. Due to unfavourable weather conditions, data collection was limited, which may affect the completeness and reliability of the results. The use of transfer learning requires further refinement of the model to optimize parameters and adapt to new data.","","979-8-3503-7868-9","10.1109/ISSI63632.2024.10720501","Instituto de Telecomunicações; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10720501","UAV;RGB;Thermal;Deep learning;Convolutional neural networks;Water stress detection","Deep learning;Image segmentation;Adaptation models;Transfer learning;Data collection;Data models;Sensors;Reliability;Stress;Thermal stresses","","","","23","IEEE","23 Oct 2024","","","IEEE","IEEE Conferences"
