"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Design and Implementation of Portable Multifunctional Data Acquisition Terminal","H. Li; M. Che; J. Li; Y. -T. Shi","Application Department of Computer Science and Technology, Tianjin University, Tianjin, China; Application Department of Computer Science and Technology, Tianjin University, Tianjin, China; Application Department of Computer Science and Technology, Tianjin University, Tianjin, China; Application Department of Computer Science and Technology, Tianjin University, Tianjin, China",2013 IEEE 10th International Conference on High Performance Computing and Communications & 2013 IEEE International Conference on Embedded and Ubiquitous Computing,"12 Jun 2014","2013","","","1733","1738","Precision agriculture, a modern agriculture system, is a good solution for the implementation of pollution-free agricultural program. The start point of precision agriculture is the collection of agricultural growth data, but it is not an easy job as the APB (Agricultural Production Base) is always far away from city center and located remotely. As a result, the APB is hard to be covered by network, and an online data collection method takes no effects. Besides, acquisition work may last for a long time in field, so the terminal must be long duration without direct power supply. Aiming at these requests, this paper presents a PMDAT (Portable Multifunction Data Acquisition Terminal) based on ARM, which supports not only online data collection, but also supports offline data collection. When network is not available, PMDAT launches an embedded application to support working offline and stores the offline collected data in terminal temporary, when network is available, PMDAT first uploads the offline collected data automatically and updates itself to maintain consistent basic information of APB with Data Center, then launches an embedded browser to support collecting data online. In addition, in order to support working in field for long time, we integrate a powerful rechargeable battery into PMDAT, and pay attention to low power consumption design. This is a new approach to meet practical needs very well.","","978-0-7695-5088-6","10.1109/HPCC.and.EUC.2013.247","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6832129","working offline;data acquisition terminal;pollution-free agriculture products;long duration;auto updating","Agriculture;Databases;Servers;Data collection;Data acquisition;Hardware;Computer architecture","","1","","6","IEEE","12 Jun 2014","","","IEEE","IEEE Conferences"
"Securing Agricultural Communications: Blockchain Integration in UAV Networks for Smart Farming","U. Peddibhotla; R. Kumar; C. C. Sobin; P. Kumar; D. Javeed; N. Islam","Department of Computer Science and Engineering, SRM University, AP; Department of Computer Science and Engineering, SRM University, AP; Department of Computer Science and Engineering, SRM University, AP; Department of Software Engineering, LUT School of Engineering Science, LUT University, Lappeenranta, Finland; Software College, Northeastern University, Shenyang, China; Department of Software Engineering, LUT School of Engineering Science, LUT University, Lappeenranta, Finland",2024 IEEE International Conference on Communications Workshops (ICC Workshops),"12 Aug 2024","2024","","","1443","1449","The integration of Unmanned Aerial Vehicles (UAVs) in smart agriculture has significantly enhanced precision farming practices, enabling real-time monitoring and data collection for improved crop management. However, the reliance on wireless communication in UAV networks poses security challenges that can compromise the integrity and confidentiality of sensitive agricultural data. This paper proposes a novel approach to address these concerns through the incorporation of blockchain technology for secure communication in UAV networks deployed for smart agriculture. The proposed system leverages the decentralized and tamper-resistant nature of blockchain to establish a trust-based communication framework. Each UAV node in the network is equipped with a blockchain-enabled communication protocol, ensuring that data exchanges are securely recorded in an immutable ledger. This not only enhances data integrity but also mitigates the risk of unauthorized access and manipulation. To facilitate secure communication, smart contracts are employed to automate and enforce predefined rules governing data transactions within the UAV network. This ensures that only authenticated and authorized entities can access and modify agricultural data, fostering a transparent and accountable ecosystem. Additionally, cryptographic techniques such as public-key encryption enhance the confidentiality of transmitted data, safeguarding sensitive information from eavesdropping and unauthorized interception. The proposed blockchain-enabled secure communication system is further enhanced by incorporating consensus mechanisms that validate and confirm the integrity of data across the network. By doing so, the trustworthiness of the entire UAV network is strengthened, reducing the likelihood of malicious activities and enhancing overall system resilience.","2694-2941","979-8-3503-0405-3","10.1109/ICCWorkshops59551.2024.10615542","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10615542","Smart Agriculture;Session Key Agreement;UAV;Blockchain","Smart agriculture;Wireless communication;Fault tolerance;Conferences;Smart contracts;Public key;Autonomous aerial vehicles","","4","","22","IEEE","12 Aug 2024","","","IEEE","IEEE Conferences"
"Cost-Effective PUF and ECC-Based Authentication Protocol for Secure Internet of Drones Communication","V. O. Nyangaresi; M. Ahmad; L. A. Maghrabi; T. Althaqafi","Department of Computer Science and Software Engineering, Jaramogi Oginga Odinga University of Science and Technology, Bondo, Kenya; Department of Computer Engineering, Jamia Millia Islamia, New Delhi, India; Department of Software Engineering, College of Engineering, University of Business and Technology, Jeddah, Saudi Arabia; Department of Computer Science, School of Engineering, Computing and Design, Dar Al-Hekma University, Jeddah, Saudi Arabia",IEEE Internet of Things Journal,"8 Aug 2025","2025","12","16","33844","33857","Internet of Drones (IoD) plays a critical role in remote monitoring operations. It has been heavily deployed in applications such as traffic management, air traffic control, disaster and agricultural monitoring. In such operations, high volumes of sensitive and private data is collected and transmitted to the ground stations. The usage of unreliable and open wireless channels during the message exchange process exposes the IoD to a myriad of security threats. Therefore, numerous authentication protocols have been developed in the recent past to mitigate these threats. However, most of these protocols are still inadequate in the provision of robust security against typical IoD attacks. Because, they involve resource-intensive operations and make them unsuitable for an IoD environment. Therefore, we put forward a new authentication protocol which exhibits cost-effective performance. To develop the new protocol for secure IoD communication, we leverage on biometrics, physically unclonable function and elliptic curve cryptography for the robust performance. Extensive formal security analysis using the random oracle model (ROM) is showing that proposed protocol is provably secure. The informal security analysis is also performed which demonstrates its robustness against all the threat assumptions in the Canetti-Krawczyk (C-K) model. Specifically, it is found to offer conditional privacy, unlinkability, anonymity, mutual authentication, session key establishment and perfect key secrecy. Moreover, it is capable enough to mitigate numerous threats such as forgery, impersonation, stolen verifier, replay, physical capture, de-synchronization, known secret key and smart card loss attacks. The performance is cost-effective as evident from the comparative analysis showing that the proposed protocol incurs the lowest energy consumptions and computation overheads at relatively low communication costs compared to many other authentication schemes.","2327-4662","","10.1109/JIOT.2025.3576313","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11022697","Authentication;elliptic curve cryptography (ECC);Internet of Drones (IoD);physically unclonable function (PUF);security","Authentication;Drones;Protocols;Security;Privacy;Elliptic curve cryptography;Physical unclonable function;Protection;Internet of Things;Elliptic curves","","","","51","IEEE","3 Jun 2025","","","IEEE","IEEE Journals"
"Mobile Application Performance Improvement with the Implementation of Code Refactor Based on Code Smells Identification: Dutataniku Agriculture Mobile App Case Study","A. Wibowo; A. R. Chrismanto; M. N. A. Rini; L. Chrisantyo","Information System Universitas Kristen Duta Wacana, Yogyakarta, Indonesia; Informatics Department, Universitas Kristen Duta Wacana, Yogyakarta, Indonesia; Informatics Department, Universitas Kristen Duta Wacana, Yogyakarta, Indonesia; Informatics Department, Universitas Kristen Duta Wacana, Yogyakarta, Indonesia",2022 Seventh International Conference on Informatics and Computing (ICIC),"13 Jan 2023","2022","","","1","7","Technology can be a supporter of business processes, even playing an important role in business acceleration. Conventional businesses will slowly move towards technology-oriented businesses. The need for a good application and system becomes a fundamental need today. All sectors are already supported by technology, including the agricultural sector. Agriculture in Indonesia is, slowly but surely, undergoing changes towards modern and precision agriculture. The information system prepared of course needs to have a good code architecture so as to produce a well-performed system. To ensure this, one approach is by identifying the code smell. This study will try to test and compare the code on a mobile-based agricultural information system before and after the code smell-based code refactor is carried out. The code smell of the program will be identified, gets refactored, then its code smell and performance will be re-tested. The result obtained is code smell-based code refactor increases the application's performance. In this study, the average decrease in code smell was 2.9%, and the average increase in application performance was 26%.","","979-8-3503-4571-1","10.1109/ICIC56845.2022.10006961","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10006961","code smell;refactor;performance;agriculture;information system;mobile","Codes;Random access memory;Agriculture;Mobile applications;Informatics;Business;Testing","","1","","39","IEEE","13 Jan 2023","","","IEEE","IEEE Conferences"
"Obstacles of System-of-Systems","B. Tekinerdogan","Information Technology, Wageningen University & Research, Wageningen, The Netherlands",2022 IEEE International Symposium on Systems Engineering (ISSE),"10 Jan 2023","2022","","","1","7","System of systems (SoS) is applied for integrating various existing or newly developed systems to create value that cannot be obtained from the separate substituent single systems. Although there seem to be clear benefits to adopting SoS, integrating the independent substituent systems is not trivial. The existing literature has addressed several obstacles related to SoSs, but these are fragmented over different studies. This paper identifies and describes the obstacles of SoS and adopts a more comprehensive approach. The obstacles have been identified through a domain analysis process and the experiences of industrial projects from different application domains.","2687-8828","978-1-6654-8182-3","10.1109/ISSE54508.2022.10005491","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10005491","system of systems;obstacles;case study research;domain analysis","Systematics;Design methodology;System of systems","","3","","23","IEEE","10 Jan 2023","","","IEEE","IEEE Conferences"
"Use of a natural language processing bot for agricultural water management","F. Fuentes-Peñailillo; R. Pérez; S. Ortega-Farías; K. Gutter; H. Nieto; R. Paredes","Instituto de Investigación Interdisciplinaria (I3), Universidad de Talca, Talca, Chile; Facultad de Ingenieria, Universidad de Talca, Curico, Chile; Facultad de Agronomía, Centro de Investigación y transferencia en Riego y Agroclimatología (CITRA), Universidad de Talca, Casilla 747, Talca, Chile; Facultad de Agronomía, Centro de Investigación y transferencia en Riego y Agroclimatología (CITRA), Universidad de Talca, Casilla 747, Talca, Chile; Complutum Tecnologías de la Información Geográfica S.L. (COMPLUTIG), Alcalá de Henares, Madrid, Spain; Facultad de Ingenieria, Universidad de Talca, Curico, Chile",2022 IEEE International Conference on Automation/XXV Congress of the Chilean Association of Automatic Control (ICA-ACCA),"10 Jan 2023","2022","","","1","6","Mediterranean areas “such as the central zone of Chile” have faced severe limitations in water availability for irrigation due to a combination of various factors such as unsustainable industry use and climate change. Several strategies have been developed to overcome this problem, such as using physiological measurements to estimate plant water status. However, these measurements are time-consuming, destructive, and require trained personnel. A fast-response and easy to understand tool is needed to optimize the use of irrigation water in a simple and fast way and to generate management strategies according to the current needs of the crops. This paper proposes the development of a natural language telegram bot capable to generate recommendations about water use according to meteorological information. The farmer must use this framework to increase water resources efficiently. Also, this tool provides a simple platform to mitigate water scarcity for free.","","978-1-6654-9408-3","10.1109/ICA-ACCA56767.2022.10006246","AGC; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10006246","Evapotranspiration;Digital Agriculture;Natural language processing","Climate change;Irrigation;Estimation error;Current measurement;Crops;Process control;Chatbots;Smart agriculture;Natural language processing","","3","","15","IEEE","10 Jan 2023","","","IEEE","IEEE Conferences"
"Deriving Experiments from E-SECO Software Ecosystem in the Technology Transfer Process for the Livestock Domain","J. Gomes; V. C. Lopes; V. V. G. Neto; R. Felício de Oliveira; M. Kassab; J. M. N. David; R. Braga; W. Arbex","Federal University of Juiz de Fora, Juiz de Fora, Brazil; Federal University of Goiás, Goiânia, Brazil; Federal University of Goiás, Goiânia, Brazil; State University of Goiás, Posse, Brazil; Penn State University, Malvern, USA; Federal University of Juiz de Fora, Juiz de Fora, Brazil; Federal University of Juiz de Fora, Juiz de Fora, Brazil; Federal University of Juiz de Fora Embrapa – Dairy Cattle, Juiz de Fora, Brazil",2022 IEEE/ACM 10th International Workshop on Software Engineering for Systems-of-Systems and Software Ecosystems (SESoS),"30 Jun 2022","2022","","","1","8","The process of transferring technology from research institutes to industry involves benchmarking it in exhaustive experiments to assure it reaches the established quality criteria. This is also true for the livestock domain, in which the technologies developed to sustainably raise animals production are submitted to experiments while preserving their health and wellness. However, since such institutions often conduct several parallel innovation projects, the establishment of an infrastructure to support those experiments can be costly, repetitive, and error-prone. For that purpose, we developed E-SECO, a software ecosystem that encapsulates a lifecycle model for scientific experiments and its supporting platform and actors. The main contribution of this paper is presenting how the E-SECO architecture was successfully applied to create a livestock architecture (named e-Livestock architecture) from which two different (and independent) scientific experiments involving real systems were deployed and executed in the livestock domain. The first experiment involved a Compost Barn production system, i.e., the environment and surrounding technology where bovine milk production takes place; whilst the second experiment involved an automated monitoring environment for aviaries. Preliminary results showed the effectiveness of E-SECO to (i) abstract concepts of scientific experiments for livestock domain, (ii) support reuse and derivation of an architecture to support engineering real systems for different livestock sub-domains, and (iii) support the experiments towards a future transfer of technology to industry.CCS CONCEPTS • Applied computing → Agriculture; • Software and its engineering → Software architectures.","","978-1-4503-9334-8","","EMI; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9808601","Compost barn;livestock;aviary;software ecosystem;experiments;dairy cattle","Technological innovation;Production systems;Dairy products;Software architecture;Ecosystems;Technology transfer;Computer architecture","","1","","34","","30 Jun 2022","","","IEEE","IEEE Conferences"
"GreenFarm-DM: A tool for analyzing vegetable crops data from a greenhouse using data mining techniques (First trial)","K. L. Ponce-Guevara; J. A. Palacios-Echeverría; E. Maya-Olalla; H. M. Domínguez-Limaico; L. E. Suárez-Zambrano; P. D. Rosero-Montalvo; D. H. Peluffo-Ordóñez; J. C. Alvarado-Pérez","Universidad Técnica del Norte, Ibarra, Ecuador; Universidad Técnica del Norte, Ibarra, Ecuador; Universidad Técnica del Norte, Ibarra, Ecuador; Universidad Técnica del Norte, Ibarra, Ecuador; Universidad Técnica del Norte, Ibarra, Ecuador; Universidad Técnica del Norte, Ibarra, Ecuador; Universidad Tecnica del Norte, Ibarra, Imbabura, EC; Coorporación Universitaria Autónoma de Nariño, Pasto, Colombia",2017 IEEE Second Ecuador Technical Chapters Meeting (ETCM),"8 Jan 2018","2017","","","1","6","This work shows the use of Big Data and Data Mining techniques on vegetable crops data from a greenhouse by implementing the first version of a software tool, so called GreenFarm-DM. Such a tool is aimed at analyzing the factors that influence the growth of the crops, and determine a predictive model of soil moisture. Within a greenhouse, the variables that affect crop growth are: relative humidity, soil moisture, ambient temperature, and levels of illumination and CO2. These parameters are essential for photosynthesis, i.e. during processes where plants acquire the most nutrients, and therefore, if performing a good control on these parameters, plants might grow healthier and produce better fruits. The process of analysis of such factors in a data mining context requires designing an analysis system and establishing an objective variable to be predicted by the system. In this case, in order to optimize water resource expenditure, soil moisture has been chosen as the target variable. The proposed analysis system is developed in a user interface implemented in Java and NetBeans IDE 8.2, and consists mainly of two stages. One of them is the classification through algorithm C4.5 (chosen for the first trial), which uses a decision tree based on the data entropy, and allows to visualize the results graphically. The second main stage is the prediction, in which, from the classification results obtained in the previous stage, the target variable is predicted from information of a new set of data. In other words, the interface builds a predictive model to determine the behavior of soil moisture.","","978-1-5386-3894-1","10.1109/ETCM.2017.8247519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8247519","Precision agriculture;Big Data;data mining;KDD;data analytics","Air pollution;Agriculture;Tools;Green products;Data mining;Prediction algorithms;Soil moisture","","7","","17","IEEE","8 Jan 2018","","","IEEE","IEEE Conferences"
"Learning automaton based context oriented middleware architecture for precision agriculture","P. V. Krishna; S. Sivanesan; S. Misra; M. S. Obaidat","Department of Computer Science, Sri Padmavathi Mahila Visvavidyalayam, Tirupati, India; School of Information Technology, Indian Institute of Technology, Kharagpur, India; School of Computing Science and Engineering, VIT University, Vellore, India; Dept. of Computer Science& Software Engineering, Monmouth University, NJ, USA","2015 International Conference on Computer, Information and Telecommunication Systems (CITS)","15 Oct 2015","2015","","","1","5","The continuous alteration of living landscape in earth due to the greatest impact of information technology has converted the whole earth into a small digital village. That means anyone could share information in any form with any other person residing anywhere in the earth. With the availability of information and communication technology like cloud computing, heterogeneous networking, crowd sensing, web services and data mining, anywhere and anytime information sharing is possible, but this will bring out lot of challenges like incompatibility in standards, data portability, data aggregation, data dissemination, differential context and communication overhead. The ICT has changed many aspects of human lifestyle, work places and living spaces. However, there is one sector namely agriculture which has been deprived of the real advantages of ICT. Hence, there exists a digital divide between farming industry and other industries. Farming industry consumes large amount of natural resources such as water, energy and fertilizers that could escalate issues such as global warming, soil degradation and depletion of ground water to the next level. To reduce the global warming effect, farming industry needs to be integrated with relevant technologies. This paper proposes ubiquitous context oriented middleware architecture for precision agriculture (LA-COMPa) to solve major issues such as waste of water, improper application of fertilizer, choice of wrong crops and season, poor yield and lack of marketing.","","978-1-4673-6946-6","10.1109/CITS.2015.7297720","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7297720","","Context;Learning automata;Middleware;Fertilizers;Manuals;Soil","","3","","10","IEEE","15 Oct 2015","","","IEEE","IEEE Conferences"
"The design of intelligent expert classifier for featured crop mapping combining spectral library","L. -g. Fang; H. -l. Li; S. -s. Chen","Jiangsu Province Support Software Engineering R&D, Center for Modern Information Technology Application in Enterprise, Suzhou, China, 215104; Jiangsu Province Support Software Engineering R&D, Center for Modern Information Technology Application in Enterprise, Suzhou, China, 215104; Key Laboratory of Resources Remote Sensing & Digital Agriculture, Ministry of Agriculture, Beijing, China",2009 17th International Conference on Geoinformatics,"23 Oct 2009","2009","","","1","6","In the study, a module was designed which was used to estimate yield of crop (such as lychee, banana and sugarcane etc) using spectral library of featured crops of South China. An approach combining spectral library with expert system classification methods by spatial data mining techniques is present. Being one of spatial data mining techniques, inductive learning algorithm is used to discover knowledge of spectral library for the expert system and is designed specially for monitoring featured crops of South China. So the intelligent expert classifier can make use of spectral data, attribute data and spatial data of spectral library to extract information of South China's featured crops. The study pre-defined some attributes of inductive learning algorithm which are in favor of featured crops mapping, for improving the efficiency of algorithm and ensuring the usability of rules. The estimation of lychee planting area of Shenzhen city in 2005 was presented as a case study. The following classification rules of lychee were acquired by running inductive learning algorithm: for example, 0.062< reflectance of TM2 <0.071, 0.47<NDVI<0.54, 20<DEM<90, special rules of lychee planting in Guangdong province, 40<area of lychee orchard (pixel number) <5000 and the result of classification was presented by figure 2. Compared with traditional unsupervised classification, it improves classification accuracy greatly, and the rate of accuracy reaches 93.5% with KAPPA coefficient of 0.85. The result indicates that intelligent expert classifier is a better classification method for extracting of lychee planting area and is able to meet the need in agriculture application for quick crop area monitoring in South China.","2161-0258","978-1-4244-4562-2","10.1109/GEOINFORMATICS.2009.5293533","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5293533","spectral library;data mining;expert classifier;inductive learning;Lychee classification","Crops;Libraries;Data mining;Expert systems;Monitoring;Yield estimation;Algorithm design and analysis;Usability;Cities and towns;Reflectivity","","1","","10","IEEE","23 Oct 2009","","","IEEE","IEEE Conferences"
"Recent L-C- and X-band MetaSensing Airborne SAR Campaigns for Emerging Applications","K. A. C. De Macedo; G. Masalias; A. Coccia; A. Meta","MetaSensing BV, Noordwijk, The Netherlands; MetaSensing BV, Noordwijk, The Netherlands; MetaSensing BV, Noordwijk, The Netherlands; MetaSensing BV, Noordwijk, The Netherlands",2020 17th European Radar Conference (EuRAD),"3 Feb 2021","2021","","","190","193","This paper presents three recent (2017–2019) campaigns performed by the MetaSensing SAR system over different frequencies, in order to support the development of emerging applications. The L-band campaign data set are related to the full-polarimetric Bistatic SAR campaign at L-band, in Belgium, to allow investigations on agriculture monitoring and crop growth. The C-band campaign data set are related to single-pass monostatic InSAR at C-band in Norway to support further use in the carbon stock estimation context. The X-band campaign data set are related to full polarimetric high resolution single-look-complex SAR imagery at X-band acquired every hour over same area of Rotterdam to support potential applications with high revisit imagery rate.","","978-2-87487-061-3","10.1109/EuRAD48048.2021.00056","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9337400","L-band;C-band;X-band;airborne;polarimetry;interferometry;high revisit rate","Agriculture;Software;Radar polarimetry;Synthetic aperture radar;L-band;Standards;Monitoring","","2","","5","","3 Feb 2021","","","IEEE","IEEE Conferences"
"Application Analysis of Agricultural Machinery Protocol ISO11783 in Seeding Monitoring System of Precision Seeder","H. Tian","University of Jinan Quancheng College, Penglai, China","2021 4th International Conference on Advanced Electronic Materials, Computers and Software Engineering (AEMCSE)","19 Aug 2021","2021","","","1278","1281","In view of the problem that digital agriculture is not yet popular in our country, and many intelligent machines are less developed, at present many international agricultural machines follow ISO11783 standard, but our country is still in the research and development stage, a set of precision seeder monitoring system based on ISO11783 STANDARD has been designed. This paper analyzes ISO11783 protocol, makes ISO11783 protocol of agricultural machinery of sowing monitoring node, gives the explanation, completes the bench test in the laboratory, carries on the agricultural machinery sowing test, the test result is good.","","978-1-6654-1596-5","10.1109/AEMCSE51986.2021.00261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9513017","Intelligent agriculture;ISO11783;Protocol Analysis;seeding test","Computers;Protocols;Agricultural machinery;Market research;Monitoring;Standards;Research and development","","","","12","IEEE","19 Aug 2021","","","IEEE","IEEE Conferences"
"Workflow and toolchain for developing the automotive software according AUTOSAR standard at a Virtual-ECU","F. R. Franco; J. H. Neme; M. M. Santos; J. N. H. da Rosa; I. M. Dal Fabbro","Department of Electronics, UTFPR-PG, Ponta Grossa, Brazil; Department of Electronics, UTFPR-PG, Ponta Grossa, Brazil; Department of Electronics, UTFPR-PG, Ponta Grossa, Brazil; Faculty of Agricultural Engineering - FEAGRI, UNICAMP, Campinas, Brazil; Faculty of Agricultural Engineering - FEAGRI, UNICAMP, Campinas, Brazil",2016 IEEE 25th International Symposium on Industrial Electronics (ISIE),"17 Nov 2016","2016","","","869","875","The increasing demand of new functionalities in next generation vehicles, leads to a growth of the complexity level for the E/E automotive systems. On the same way, the automotive software also tends to follow the same pace, so new methods should be adopted to deal with this scenario of complexity. The next generation of automotive embedded software is rapidly migrating to the AUTOSAR standard, which is an architectural composition of software components idealized to establish an open industry standard for the automotive industry. AUTOSAR aims to increase the reuse of these software components, in particular between different vehicle platforms, and between OEMs and suppliers. Inside this development process, software control suppliers are able to check if the system functionalities are attending to the requirements already in preliminary phases, even if the ECU is not yet available. In this paper the authors show the workflow to develop a virtual validation based on the AUTOSAR standard with a Virtual ECU (V-ECU) using a toolchain consisting of dSPACE (SystemDesk, VEOS and TargetLink) and MathWorks (Matlab, Simulink and Stateflow) software. The simulation of the architecture has been realized considering the communication inside a same V-ECU and also between two different V-ECUs considering a distributed architecture. As result, a point-to-point explanation about AUTOSAR methodology is done to show how the process is done.","2163-5145","978-1-5090-0873-5","10.1109/ISIE.2016.7745004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7745004","autosar;simulink;automotive software;matlab","Software;Standards;Automotive engineering;Vehicles;Computer architecture;Hardware;Industries","","7","","18","IEEE","17 Nov 2016","","","IEEE","IEEE Conferences"
"Study on the Ichnography Structures of Chinese Characters Based on Topological Theory","J. -p. Lu; Y. -g. Pi; W. -z. Liao","School of Sciences, South China Agricultural University, Guangzhou, China; School of Automation Science and Engineering, South China University of Technology;, Guangzhou, China; School of Automation Science and Engineering, South China University of Technology;, Guangzhou, China",2009 International Conference on Computational Intelligence and Software Engineering,"28 Dec 2009","2009","","","1","6","This paper analyzes the features of ichnography structures of Chinese characters using quotient space and homotopy in modern topology. Mathematical expressions and realization methods of Chinese character structures are presented, thus the problem of mathematical description of Chinese character structures is resolved.","","978-1-4244-4507-3","10.1109/CISE.2009.5364726","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364726","","Topology;Mathematics;ISO standards;Writing;Space technology;Automation;Agricultural engineering;Pattern analysis;Kernel;Tree graphs","","","","14","IEEE","28 Dec 2009","","","IEEE","IEEE Conferences"
"Emerging Distributed Programming Paradigm for Cyber-Physical Systems Over LoRaWANs","D. Pianini; A. Elzanaty; A. Giorgetti; M. Chiani","University of Bologna, Italy; University of Bologna, Italy; IEIIT-CNR, CNIT, Italy; IEIIT-CNR, CNIT, Italy",2018 IEEE Globecom Workshops (GC Wkshps),"21 Feb 2019","2018","","","1","6","The growing interest around the cyber-physical systems (CPS), populated with open systems counting myriads of devices, is calling for new technologies both in telecommunications and software engineering with full integration among them. One of the most promising wireless communication technologies for the CPS is LoRaWAN, which enables long range transmission with low power consumption. Typical application scenarios include smart-homes, smart-cities, precision agriculture, and intelligent transportation. On the software side, novel paradigms are emerging to dominate the complexity introduced by the CPS with a large number of spatially distributed devices. Among them, aggregate computing is gaining traction, for it enables expressing the behavior of aggregates of devices by considering their ensemble as a single computational entity, allowing expressive space-time computations. In this paper, we introduce a software architecture which allows aggregate programming software to execute on a network of LoRa-communicating devices. We also provide an open source prototype implementing such architecture, which we use to study the current limitations of existing aggregate programming interpreters in resource-constrained scenarios. We conclude by drawing recommendations for developing such interpreters in order to pave the way to a more power- and data-efficient design.","","978-1-5386-4920-6","10.1109/GLOCOMW.2018.8644518","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8644518","","Aggregates;Programming;Servers;Software;Downlink;Protocols;Computer architecture","","8","","23","IEEE","21 Feb 2019","","","IEEE","IEEE Conferences"
"Green IoT for Sustainable Smart Vertical Farming: A Comprehensive Analysis","M. Dutta; D. Gupta","Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India; Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India",2023 IEEE 2nd International Conference on Industrial Electronics: Developments & Applications (ICIDeA),"31 Oct 2023","2023","","","175","180","Environmental sustainability is promoted with the building of IoT-enabled smart technologies. This sustainability is promoted by optimized power consumption and minimizing waste and carbon emissions by reusing and recycling products. Despite being advantageous in many aspects, IoTs produce and transmit humungous data, thereby increasing cumulative energy consumption while propagating through any network. These in turn create issues in environmental sustainability, issues with the responsible use of resources, and reduce waste production, which brings about the need to address the future challenge of IoTs by developing processes and policies to reduce carbon emission and further optimize IoT greenhouse effect. Greening of IoTs is the solution to these issues which focuses on manufacturing energy-efficient IoT hardware as well as green software development. IoT plays a vital role in the automatization of vertical farming methods. The smart and intelligent capability of IoTs facilitates better and faster yield of agricultural produce. The extensive use of IoTs in this sector also plays a major role in increasing greenhouse emissions and carbon footprint. Thus, the IoTs when replaced with Green IoTs (G–IoTs), especially in the agricultural sector, help in enhancing a two-way sustainability: environmental, in terms cleaner environment, as well as agricultural, in terms of better and faster agricultural produce.","","979-8-3503-8197-9","10.1109/ICIDeA59866.2023.10295191","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10295191","sustainability;environment;carbon;greenhouse;energy consumption;recycling","Power demand;Green products;Urban areas;Carbon dioxide;Production;Software;Recycling","","3","","45","IEEE","31 Oct 2023","","","IEEE","IEEE Conferences"
"SWOT analysis in building a blockchain data sharing system","T. Hristova; P. Hristov; G. Mihaylov; A. Taneva","dept. Electricity and automation, University of Mining and Geology “St.Ivan Rilski”, Sofia, Bulgaria; dept. Software engineering, Cisco Systems, Sofia, Bulgaria; Dept. of Telecommunications, University of Telecomunication and Post, Sofia, Bulgaria; dept. Control Systems, Technical University of Sofia, Branch Plovdiv, Bulgaria",2024 9th International Conference on Energy Efficiency and Agricultural Engineering (EE&AE),"23 Jul 2024","2024","","","1","5","The article analyzes the four main types of blockchains. These are open (public), closed (private), hybrid, and consortium. The latter two simultaneously and to varying degrees have characteristics of both open and closed. Their advantages and disadvantages are defined. However, the variety of platforms that cannot be accurately classified as a specific type of network makes it difficult for users to choose the appropriate one when sharing a given data stream. Therefore, a SWOT analysis of the two main types of chains - closed and open - was made to determine their advantages, disadvantages, threats, and opportunities. It was found that the main difficulty in choosing a type of blockchain is the constantly changing legislative framework. Furthermore, an appropriate platform can be selected according to the specifics of the material flow, privacy, security, quantity, speed, and others of data transmission.","","979-8-3503-6938-0","10.1109/EEAE60309.2024.10600620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10600620","blockchain;public;private;consortium;hybrid;SWOT","Data privacy;Costs;Law;Data security;Buildings;Process control;Organizations","","","","23","IEEE","23 Jul 2024","","","IEEE","IEEE Conferences"
